0.002,0.0020917821466071
0.003,0.00281998796891614
0.004,0.00343277079939419
0.005,0.00398889788777446
0.006,0.00451193352146717
0.007,0.00501394824214962
0.008,0.00550199449067534
0.009,0.00598055070133441
0.01,0.00645262939769076
0.011,0.00692034410643139
0.012,0.00738522566767763
0.013,0.00784841062717589
0.014,0.00831075940621595
0.015,0.00877293352075093
0.016,0.0092354478198331
0.017,0.00969870684652818
0.018,0.0101630307824951
0.019,0.0106286743339901
0.02,0.0110958407675277
0.021,0.0115646924598867
0.022,0.0120353590100652
0.023,0.0125079434742936
0.024,0.0129825272978668
0.025,0.0134591741745016
0.026,0.01393793316673
0.027,0.0144188411912438
0.028,0.0149019250483828
0.029,0.0153872030832503
0.03,0.0158746865397408
0.031,0.0163643806936342
0.032,0.016856285785849
0.033,0.0173503978042611
0.034,0.0178467091487278
0.035,0.0183452091686576
0.036,0.0188458846506201
0.037,0.0193487201975984
0.038,0.0198536985833719
0.039,0.0203608010296286
0.04,0.0208700074615376
0.041,0.0213812967138072
0.042,0.0218946467229753
0.043,0.0224100346692957
0.044,0.0229274371328358
0.045,0.023446830195839
0.046,0.0239681895464194
0.047,0.0244914905771498
0.048,0.0250167084474562
0.049,0.0255438181619994
0.05,0.0260727946219674
0.051,0.0266036126723712
0.052,0.0271362471604419
0.053,0.0276706729485099
0.054,0.0282068649759548
0.055,0.0287447982554312
0.056,0.0292844479348187
0.057,0.0298257892781262
0.058,0.0303687977163403
0.059,0.0309134488478691
0.06,0.0314597184507548
0.061,0.0320075825013255
0.062,0.0325570171766376
0.063,0.0331079988706851
0.064,0.0336605041895144
0.065,0.0342145099707647
0.066,0.0347699932750078
0.067,0.0353269313990712
0.068,0.0358853018715966
0.069,0.0364450824590357
0.07,0.037006251166094
0.071,0.0375687862383955
0.072,0.0381326661562653
0.073,0.038697869641835
0.074,0.0392643756559341
0.075,0.0398321633929832
0.076,0.0404012122880992
0.077,0.0409715020088797
0.078,0.0415430124574012
0.079,0.0421157237651126
0.08,0.0426896162935009
0.081,0.0432646706323148
0.082,0.0438408675940138
0.083,0.0444181882144346
0.084,0.0449966137505697
0.085,0.0455761256730192
0.086,0.046156705673539
0.087,0.046738335650387
0.088,0.0473209977136513
0.089,0.0479046741801437
0.09,0.0484893475689585
0.091,0.0490750006076901
0.092,0.0496616162113384
0.093,0.0502491775007385
0.094,0.0508376677843536
0.095,0.0514270705647135
0.096,0.0520173695293114
0.097,0.0526085485526018
0.098,0.0532005916920042
0.099,0.0537934831819076
0.1,0.0543872074396656
0.101,0.0549817490509419
0.102,0.0555770927792576
0.103,0.0561732235540013
0.104,0.0567701264728715
0.105,0.0573677868018763
0.106,0.057966189962233
0.107,0.0585653215416926
0.108,0.0591651672838811
0.109,0.059765713088078
0.11,0.0603669450043309
0.111,0.060968849233678
0.112,0.0615714121405819
0.113,0.0621746202180695
0.114,0.0627784600906178
0.115,0.0633829185561208
0.116,0.0639879825377054
0.117,0.0645936391026058
0.118,0.0651998754486183
0.119,0.0658066789105405
0.12,0.0664140369550648
0.121,0.0670219371803338
0.122,0.0676303673108336
0.123,0.0682393152018346
0.124,0.0688487688302875
0.125,0.0694587162977101
0.126,0.0700691458268565
0.127,0.0706800457621615
0.128,0.0712914050076119
0.129,0.0719032215996673
0.13,0.0725154653968829
0.131,0.073128133160294
0.132,0.0737412145144223
0.133,0.0743546986505805
0.134,0.0749685747696294
0.135,0.0755828321072904
0.136,0.0761974600325122
0.137,0.0768124480547971
0.138,0.0774277857105155
0.139,0.0780434626024284
0.14,0.0786594686241759
0.141,0.0792757935874633
0.142,0.0798924274507673
0.143,0.0805093601301543
0.144,0.0811265820011009
0.145,0.0817440832421301
0.146,0.0823618541798687
0.147,0.082979885247747
0.148,0.0835981669633501
0.149,0.084216689873573
0.15,0.0848357236389319
0.151,0.0854565269443608
0.152,0.086076025270998
0.153,0.0866955568989969
0.154,0.0873152197449212
0.155,0.0879350450579963
0.156,0.0885550318696637
0.157,0.0891751650615724
0.158,0.0897954656102762
0.159,0.0904159006667182
0.16,0.0910364767041649
0.161,0.0916571879572281
0.162,0.0922780198553408
0.163,0.0928989697854821
0.164,0.093520025248095
0.165,0.0941411822199534
